Assertion ID,主张类型,主体 ID,谓词/关系,客体 ID 或值,原始时间表达,公历下界,公历上界,确定性,状态,来源实体 ID,卷页/档号/图像定位,支持引文,证据立场,证据直接性,证据强度,来源家族 ID,冲突组 ID,获取方式,录入人,复核人,编辑备注
QH-A-KX-0017,文字或数值陈述,QH-P-000001,testament_descendant_count,子孙一百五十余人,康熙六十一年十一月十三日,1722-12-20,1722-12-20,确定,审核中,QH-SU-KX-0300,卷300；遗诏开篇,子孫百五十餘人,支持,明确记载,强,QH-SF-QSL-KX,,结构化导入,AI,,这是遗诏自报的合计；范围和具体名单须以玉牒逐项核；公历日级对照为1722-12-20；韩国页面仅标1722年；换算依通行年表，待独立历法库复核
QH-A-KX-0018,文字或数值陈述,QH-P-000001,testament_self_reported_learning,自幼读书并粗通古今道理,康熙六十一年十一月十三日,1722-12-20,1722-12-20,确定,审核中,QH-SU-KX-0300,卷300；遗诏自述段,朕自幼讀書,支持,明确记载,强,QH-SF-QSL-KX,,结构化导入,AI,,这是自我表述而非独立能力测评；公历日级对照为1722-12-20；韩国页面仅标1722年；换算依通行年表，待独立历法库复核
QH-A-KX-0019,文字或数值陈述,QH-P-000001,testament_self_reported_archery,能弯十五力弓并发十三把箭,康熙六十一年十一月十三日,1722-12-20,1722-12-20,确定,审核中,QH-SU-KX-0300,卷300；遗诏自述段,能彎十五力弓發十三把箭,支持,明确记载,强,QH-SF-QSL-KX,,结构化导入,AI,,只证明遗诏如此自述；力弓和把箭的度量需专门解释；公历日级对照为1722-12-20；韩国页面仅标1722年；换算依通行年表，待独立历法库复核
QH-A-KX-0020,文字或数值陈述,QH-P-000001,testament_claimed_military_planning,平定三藩和扫清漠北皆由一心运筹,康熙六十一年十一月十三日,1722-12-20,1722-12-20,确定,审核中,QH-SU-KX-0300,卷300；遗诏自评段,平定三藩掃清漠北,支持,明确记载,强,QH-SF-QSL-KX,,结构化导入,AI,,这是皇帝自评；不能抹去将领官员和地方社会行动；公历日级对照为1722-12-20；韩国页面仅标1722年；换算依通行年表，待独立历法库复核
QH-A-KX-0021,文字或数值陈述,QH-P-000001,testament_claimed_treasury_rule,帑金非用师赈饥不敢妄费,康熙六十一年十一月十三日,1722-12-20,1722-12-20,确定,审核中,QH-SU-KX-0300,卷300；遗诏财政自评段,非用師賑飢未敢妄費,支持,明确记载,强,QH-SF-QSL-KX,,结构化导入,AI,,政策自评不等于财务审计结论；须与户部档案核对；公历日级对照为1722-12-20；韩国页面仅标1722年；换算依通行年表，待独立历法库复核
QH-A-KX-0022,文字或数值陈述,QH-P-000001,testament_claimed_palace_decoration,巡狩行宫不施彩绘,康熙六十一年十一月十三日,1722-12-20,1722-12-20,确定,审核中,QH-SU-KX-0300,卷300；遗诏财政自评段,巡狩行宮不施采繪,支持,明确记载,强,QH-SF-QSL-KX,,结构化导入,AI,,证明遗诏文本中的节俭叙事；不外推全部工程；公历日级对照为1722-12-20；韩国页面仅标1722年；换算依通行年表，待独立历法库复核
QH-A-KX-0023,文字或数值陈述,QH-P-000001,testament_claimed_palace_annual_cost,每年一至二万金,康熙六十一年十一月十三日,1722-12-20,1722-12-20,确定,审核中,QH-SU-KX-0300,卷300；遗诏财政自评段,每歲所費不過一二萬金,支持,明确记载,强,QH-SF-QSL-KX,,结构化导入,AI,,金的会计单位和统计范围待核；不能直接换算现代金额；公历日级对照为1722-12-20；韩国页面仅标1722年；换算依通行年表，待独立历法库复核
QH-A-KX-0024,文字或数值陈述,QH-P-000001,testament_claimed_riverworks_annual_cost,每年三百余万,康熙六十一年十一月十三日,1722-12-20,1722-12-20,确定,审核中,QH-SU-KX-0300,卷300；遗诏财政自评段,河工歲費三百餘萬,支持,明确记载,强,QH-SF-QSL-KX,,结构化导入,AI,,金额单位和财政范围须回查户部河工档；公历日级对照为1722-12-20；韩国页面仅标1722年；换算依通行年表，待独立历法库复核
QH-A-KX-0025,文字或数值陈述,QH-P-000001,testament_requested_clan_protection,希望身后协心保全礼亲王和饶余王子孙,康熙六十一年十一月十三日,1722-12-20,1722-12-20,确定,审核中,QH-SU-KX-0300,卷300；遗诏末段,爾等若能協心保全,支持,明确记载,强,QH-SF-QSL-KX,,结构化导入,AI,,需另建礼亲王与饶余王支系实体及指代解析；公历日级对照为1722-12-20；韩国页面仅标1722年；换算依通行年表，待独立历法库复核
QH-A-KX-0026,文字或数值陈述,QH-P-000001,testament_identified_yinzhen,雍亲王皇四子胤禛,康熙六十一年十一月十三日,1722-12-20,1722-12-20,确定,审核中,QH-SU-KX-0300,卷300；遗诏继承条款,雍親王皇四子胤禛,支持,明确记载,强,QH-SF-QSL-KX,,结构化导入,AI,,与QH-P-000002为同一人物；称号和排行均有时态；公历日级对照为1722-12-20；韩国页面仅标1722年；换算依通行年表，待独立历法库复核
QH-A-KX-0027,文字或数值陈述,QH-P-000001,testament_evaluated_yinzhen,人品贵重并深肖朕躬,康熙六十一年十一月十三日,1722-12-20,1722-12-20,确定,审核中,QH-SU-KX-0300,卷300；遗诏继承条款,人品貴重深肖朕躬,支持,明确记载,强,QH-SF-QSL-KX,QH-CF-KX-SUCCESSION,结构化导入,AI,,这是遗诏中的评价性语言；不能直接视为康熙长期稳定的私下判断；公历日级对照为1722-12-20；韩国页面仅标1722年；换算依通行年表，待独立历法库复核
QH-A-KX-0028,称号授予,QH-P-000001,designated_successor,QH-P-000002,康熙六十一年十一月十三日,1722-12-20,1722-12-20,确定,审核中,QH-SU-KX-0300,卷300；遗诏继承条款,著繼朕登基即皇帝位,支持,明确记载,强,QH-SF-QSL-KX,QH-CF-KX-SUCCESSION,结构化导入,AI,,只证明现存实录本所载遗诏含此条款；不能单独解决原诏形成传达增删或真伪争议；公历日级对照为1722-12-20；韩国页面仅标1722年；换算依通行年表，待独立历法库复核
QH-A-KX-0029,事件发生,QH-P-000001,illness_became_critical,疾大渐,康熙六十一年十一月十三日丑刻,1722-12-20,1722-12-20,确定,审核中,QH-SU-KX-0300A,卷300；康熙六十一年十一月十三日；1/2；丑刻,上疾大漸,支持,明确记载,强,QH-SF-QSL-KX,,结构化导入,AI,,只证明该实录版本记丑刻疾大渐；不推定病因。公历日级对照为1722-12-20；韩国页面仅标1722年；换算依通行年表，待独立历法库复核
QH-A-KX-0030,事件发生,QH-P-000001,summoned_yinzhen_from_zhai,QH-P-000002,康熙六十一年十一月十三日丑刻,1722-12-20,1722-12-20,确定,审核中,QH-SU-KX-0300A,卷300；康熙六十一年十一月十三日；1/2；丑刻,命趣召皇四子胤禛於齋所,支持,明确记载,强,QH-SF-QSL-KX,,结构化导入,AI,,斋所地点本条未写。胤禛此时不在寅刻御榻名单中。公历日级对照为1722-12-20；韩国页面仅标1722年；换算依通行年表，待独立历法库复核
QH-A-KX-0031,事件发生,QH-P-000001,delegated_suburban_sacrifice,公吴尔占恭代南郊祀典,康熙六十一年十一月十三日丑刻,1722-12-20,1722-12-20,确定,审核中,QH-SU-KX-0300A,卷300；康熙六十一年十一月十三日；1/2,南郊祀典、著派公吳爾占恭代,支持,明确记载,强,QH-SF-QSL-KX,,结构化导入,AI,,吴尔占尚未建立稳定人物ID；暂存字面值。不推定此前原定主祭者。公历日级对照为1722-12-20；韩国页面仅标1722年；换算依通行年表，待独立历法库复核
QH-A-KX-0032,事件参与,QH-P-000001,summoned_to_bedside,皇三子诚亲王允祉；皇七子淳郡王允祐；皇八子贝勒允禩；皇九子贝子允禟；皇十子敦郡王允䄉；皇十二子贝子允祹；皇十三子胤祥；理藩院尚书隆科多,康熙六十一年十一月十三日寅刻,1722-12-20,1722-12-20,确定,审核中,QH-SU-KX-0300A,卷300；康熙六十一年十一月十三日；1/2；寅刻,召皇三子誠親王允祉、皇七子淳郡王允祐、皇八子貝勒允禩、皇九子貝子允禟、皇十子敦郡王允䄉、皇十二子貝子允祹、皇十三子胤祥、理藩院尚書隆科多、至御榻前,支持,明确记载,强,QH-SF-QSL-KX,,结构化导入,AI,,名单以本条用字为准：允祉/允祐/允禩/允禟/允䄉/允祹与胤祥并存。皇四子不在此名单。皇七子允祐人物ID为QH-P-000061。已有ID：QH-P-000005、000061、000007、000008、000009、000010、000011、000048。公历日级对照为1722-12-20；韩国页面仅标1722年；换算依通行年表，待独立历法库复核
QH-A-KX-0033,称号授予,QH-P-000001,oral_designated_successor,QH-P-000002,康熙六十一年十一月十三日寅刻,1722-12-20,1722-12-20,确定,审核中,QH-SU-KX-0300A,卷300；康熙六十一年十一月十三日；1/2；御榻前口谕,著繼朕登基、即皇帝位,支持,明确记载,强,QH-SF-QSL-KX,QH-CF-KX-SUCCESSION,结构化导入,AI,,这是御榻前口谕，与同日第2/2条遗诏文本分层。只证明现存实录本如此记载，不能单独解决口谕是否实有、何时形成或与遗诏关系。公历日级对照为1722-12-20；韩国页面仅标1722年；换算依通行年表，待独立历法库复核
QH-A-KX-0034,事件发生,QH-P-000001,arrived_at_sleeping_palace,QH-P-000002,康熙六十一年十一月十三日巳刻,1722-12-20,1722-12-20,确定,审核中,QH-SU-KX-0300A,卷300；康熙六十一年十一月十三日；1/2；巳刻,巳刻。趨進寢宮,支持,明确记载,强,QH-SF-QSL-KX,,结构化导入,AI,,本条记巳刻趋进寝宫；不写畅春园。与寅刻口谕的时间差按原文保留，不作路程推算。公历日级对照为1722-12-20；韩国页面仅标1722年；换算依通行年表，待独立历法库复核
QH-A-KX-0035,文字或数值陈述,QH-P-000001,explained_worsening_illness,病势日臻,康熙六十一年十一月十三日巳刻,1722-12-20,1722-12-20,确定,审核中,QH-SU-KX-0300A,卷300；康熙六十一年十一月十三日；1/2,上告以病勢日臻之故,支持,明确记载,强,QH-SF-QSL-KX,,结构化导入,AI,,只记录实录所载告知内容；对话其余部分本条未写。公历日级对照为1722-12-20；韩国页面仅标1722年；换算依通行年表，待独立历法库复核
QH-A-KX-0036,事件发生,QH-P-000001,visited_to_ask_after_health,QH-P-000002,康熙六十一年十一月十三日,1722-12-20,1722-12-20,确定,审核中,QH-SU-KX-0300A,卷300；康熙六十一年十一月十三日；1/2,皇四子胤禛三次進見問安,支持,明确记载,强,QH-SF-QSL-KX,,结构化导入,AI,,三次的具体时刻除巳刻趋进外，本条未再拆。公历日级对照为1722-12-20；韩国页面仅标1722年；换算依通行年表，待独立历法库复核
QH-A-KX-0037,事件发生,QH-P-000001,died_at,寝宫,康熙六十一年十一月十三日戌刻,1722-12-20,1722-12-20,确定,审核中,QH-SU-KX-0300A,卷300；康熙六十一年十一月十三日；1/2；戌刻,戌刻。上崩於寢宮,支持,明确记载,强,QH-SF-QSL-KX,,结构化导入,AI,,地点以本条用词「寝宫」为准，不得据此条写成畅春园或清溪书屋。时辰保留戌刻，不换算成钟点。死因本条未记。公历日级对照为1722-12-20；韩国页面仅标1722年；换算依通行年表，待独立历法库复核
QH-A-KX-0038,事件参与,QH-P-000001,present_at_bedside,QH-P-000048,康熙六十一年十一月十三日寅刻,1722-12-20,1722-12-20,确定,审核中,QH-SU-KX-0300A,卷300；康熙六十一年十一月十三日；1/2；寅刻,理藩院尚書隆科多、至御榻前,支持,明确记载,强,QH-SF-QSL-KX,,结构化导入,AI,,证明该实录版本记隆科多被召至御榻前。本条未写畅春园，故不能单独回答「是否在畅春园现场」。职衔以理藩院尚书为准。公历日级对照为1722-12-20；韩国页面仅标1722年；换算依通行年表，待独立历法库复核
QH-A-KX-0039,事件发生,QH-P-000023,invested_as_empress,皇后,康熙四年七月,1665-08-11,1665-09-08,确定,审核中,QH-SU-QSG-0214,卷214；孝诚仁皇后传,康熙四年七月，冊為皇后。,支持,明确记载,中,QH-SF-QSG,QH-CF-KX-EMPRESS-DATE,结构化导入,AI,,后妃传只写七月，无干支日。与本纪六「四年九月辛卯」冲突，两说并存，不择一。公历为康熙四年七月整月起止，待历法库复核。不得据此写成「最爱」或冲喜。
QH-A-KX-0040,事件发生,QH-P-000023,invested_as_empress,皇后,康熙四年九月辛卯,1665-10-16,1665-10-16,确定,审核中,QH-SU-QSG-0006,卷6；康熙四年九月辛卯,九月辛卯，冊赫舍里氏為皇后，輔臣索尼之孫女也。,支持,明确记载,中,QH-SF-QSG,QH-CF-KX-EMPRESS-DATE,结构化导入,AI,,本纪六作九月辛卯，并记为索尼孙女。与后妃传七月冲突。公历1665-10-16依通行年表（九月初八辛卯），待历法库复核。
QH-A-KX-0041,事件发生,QH-P-000023,gave_birth_to,QH-P-000004,康熙十三年五月丙寅,1674-06-06,1674-06-06,确定,审核中,QH-SU-QSG-0214,卷214；孝诚仁皇后传,十三年五月丙寅，生皇二子允礽，即於是日崩，年二十二。,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,后妃传作皇二子允礽；本纪六同日作皇子胤礽生。异写保留，不另开冲突。嫡出身份仍待玉牒。公历依通行年表，待历法库复核。
QH-A-KX-0042,事件发生,QH-P-000023,died_on,崩,康熙十三年五月丙寅,1674-06-06,1674-06-06,确定,审核中,QH-SU-QSG-0006,卷6；康熙十三年五月丙寅,五月丙寅，皇子胤礽生，皇后赫舍里氏崩。,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,本纪六与后妃传均作生育当日崩。死因、难产、下毒均未写，不得补写。地点本条未记。
QH-A-KX-0043,事件发生,QH-P-000023,died_on,崩,康熙十三年五月初三日,1674-06-06,1674-06-06,确定,审核中,QH-SU-KX-0048,卷48；辛酉颁诏,茲於康熙十三年五月初三日崩逝。,支持,明确记载,强,QH-SF-QSL-KX,,结构化导入,AI,,实录颁诏给出月日「初三日」，与本纪/后妃传「五月丙寅」同日口径。氏族作何舍里氏，是赫舍里异写。ctext转录，待回韩国站核条次。
QH-A-KX-0044,文字或数值陈述,QH-P-000023,posthumous_title_conferred,仁孝皇后,康熙十三年六月二十七日,1674-07-29,1674-07-29,确定,审核中,QH-SU-KX-0048,卷48；辛酉颁诏,本年六月二十七日、冊謚為仁孝皇后禮成。,支持,明确记载,强,QH-SF-QSL-KX,,结构化导入,AI,,初谥是仁孝皇后，不是后来的孝诚仁皇后。雍正改谥另条。公历待历法库复核。册文另称作朕元配。
QH-A-KX-0045,事件发生,QH-P-000060,invested_as_empress,皇后,康熙十六年八月丙寅,1677-09-18,1677-09-18,确定,审核中,QH-SU-QSG-0006,卷6；康熙十六年八月丙寅,丙寅，冊立貴妃鈕祜祿氏為皇后，佟佳氏為貴妃。,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,本纪记由贵妃册为皇后。后妃传只写初为妃、十六年八月册为皇后，未写贵妃。称号以本纪当日用词为准。公历依通行年表，待历法库复核。
QH-A-KX-0046,事件发生,QH-P-000024,invested_as_consort,贵妃,康熙十六年八月丙寅,1677-09-18,1677-09-18,确定,审核中,QH-SU-QSG-0006,卷6；康熙十六年八月丙寅,丙寅，冊立貴妃鈕祜祿氏為皇后，佟佳氏為貴妃。,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,与孝昭册后同日。此时她是贵妃，不是皇后。后妃传作康熙十六年为贵妃，与本纪日级记录相合。
QH-A-KX-0047,事件发生,QH-P-000060,died_on,崩,康熙十七年二月丁卯,1678-03-18,1678-03-18,确定,审核中,QH-SU-QSG-0006,卷6；康熙十七年二月丁卯,丁卯，皇后鈕祜祿氏崩，謚曰孝昭皇后。,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,本纪将崩与初谥写在同一日条。后妃传只写十七年二月丁卯崩，未在此句写谥。不得写成克夫或宫斗。公历依通行年表，待历法库复核。
QH-A-KX-0048,事件发生,QH-P-000023,buried_at,昌瑞山陵,康熙二十年三月辛酉,1681-04-18,1681-05-16,较确定,审核中,QH-SU-QSG-0006,卷6；康熙二十年三月辛酉,辛酉，葬仁孝皇后、孝昭皇后於昌瑞山陵。,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,本纪用昌瑞山陵，后妃传孝诚条作葬孝东陵之东即景陵。陵名异写待陵寝专题。公历仅到三月起止，辛酉日待历法库。孝昭同葬见时间轴，不另拆重复主张。
QH-A-KX-0049,事件发生,QH-P-000024,invested_as_empress,皇后,康熙二十八年七月癸卯,1689-08-23,1689-08-23,确定,审核中,QH-SU-QSG-0007,卷7；康熙二十八年秋七月癸卯,癸卯，冊立貴妃佟氏為皇后。,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,后妃传作二十八年七月病笃、册为皇后，无癸卯。本纪给出干支。此时由贵妃/皇贵妃册后，不是生下来就是皇后。公历依通行年表，待历法库复核。
QH-A-KX-0050,事件发生,QH-P-000024,died_on,崩,康熙二十八年七月甲辰,1689-08-24,1689-08-24,确定,审核中,QH-SU-QSG-0007,卷7；康熙二十八年秋七月甲辰,甲辰，皇后崩，諡曰孝懿。,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,后妃传作翌日甲辰崩，与本纪甲辰相合：册后次日崩，不是当日同时。不得写成谋杀或喜极而亡。她不是胤禛生母。
QH-A-KX-0051,事件发生,QH-P-000025,gave_birth_to,QH-P-000002,康熙十七年十月丁酉,1678-12-13,1678-12-13,确定,审核中,QH-SU-QSG-0214,卷214；孝恭仁皇后传,康熙十七年十月丁酉，世宗生。,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,后妃传此条证明生育世宗，不证明当时她是皇后。生母关系仍待玉牒核验。公历依通行年表，待历法库复核。
QH-A-KX-0052,事件发生,QH-P-000025,invested_as_consort,德嫔,康熙十八年,1679-02-11,1680-01-30,较确定,审核中,QH-SU-QSG-0214,卷214；孝恭仁皇后传,十八年，為德嬪。,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,原纪年只到年。公历用康熙十八年整年起止，待历法库与册文日期。当时称号是德嫔，不是皇后。
QH-A-KX-0053,事件发生,QH-P-000025,invested_as_consort,德妃,康熙二十年,1681-01-29,1682-02-16,较确定,审核中,QH-SU-QSG-0214,卷214；孝恭仁皇后传,二十年，進德妃。,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,后妃传所记康熙朝最高位号为德妃。不得把后来的孝恭仁皇后倒写成康熙朝皇后。原纪年只到年。
QH-A-KX-0054,文字或数值陈述,QH-P-000025,honored_as_empress_dowager,皇太后,世宗即位,1722-12-20,1723-06-25,较确定,审核中,QH-SU-QSG-0214,卷214；孝恭仁皇后传,世宗即位，尊為皇太后，擬上徽號曰仁壽皇太后，未上冊。,支持,明确记载,中,QH-SF-QSG,QH-CF-YZ-RENSHOU,结构化导入,AI,,尊太后在雍正朝，不在康熙朝。后妃传明写拟徽号仁寿、未上册。本纪九崩条称仁寿皇太后，两说并存。起止公历用康熙崩日到她本人崩日，精确册尊日期待世宗实录。
QH-A-KX-0055,文字或数值陈述,QH-P-000025,titled_as,仁寿皇太后,雍正元年五月辛丑,1723-06-25,1723-06-25,确定,审核中,QH-SU-QSG-0009,卷9；雍正元年五月辛丑,辛丑，仁壽皇太后崩，帝之生母也。,支持,明确记载,中,QH-SF-QSG,QH-CF-YZ-RENSHOU,结构化导入,AI,,本纪九在崩条使用仁寿皇太后这一称呼，并点明帝之生母。不能单独用来否定后妃传「未上册」，只能登记冲突。
QH-A-KX-0056,事件发生,QH-P-000025,died_on,崩,雍正元年五月辛丑,1723-06-25,1723-06-25,确定,审核中,QH-SU-QSG-0214,卷214；孝恭仁皇后传,雍正元年五月辛丑，崩，年六十四。,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,后妃传与本纪九同日。年龄六十四仅此后妃传。葬景陵待陵寝专题。公历依通行年表，待历法库复核。
QH-A-KX-0057,文字或数值陈述,QH-P-000023,posthumous_title_changed,改谥,雍正元年,1723-02-05,1724-01-24,较确定,审核中,QH-SU-QSG-0214,卷214；孝诚仁皇后传,雍正元年，改諡。,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,后妃传未写改成哪一个全谥。最终「孝诚仁皇后」是累加谥，不能当成康熙十三年的称号。原纪年只到年。
QH-A-KX-0058,身份或关系,QH-P-000003,table_birth_order,圣祖第一子,清史稿卷164圣祖系（表无生年）,1661-02-07,1722-12-20,确定,审核中,QH-SU-QSG-0164,卷164；圣祖系；胤禔行,胤禔〈聖祖第一子。,支持,明确记载,中,QH-SF-QSG,QH-CF-KX-PRINCE-ORDER,结构化导入,AI,,这是皇子世表的表序，不是玉牒自然序。后妃传称承瑞为圣祖长子。两说并存。公历字段只标父皇在位起迄，不是胤禔生卒。
QH-A-KX-0059,身份或关系,QH-P-000004,table_birth_order,圣祖第二子,清史稿卷164圣祖系（表无生年）,1661-02-07,1722-12-20,确定,审核中,QH-SU-QSG-0164,卷164；圣祖系；胤礽行,胤礽〈聖祖第二子。,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,世表第二子。后妃传作皇二子允礽，与此表序相合。不能用来否定承祐、承瑞的存在。公历不是生卒。
