Assertion ID,主张类型,主体 ID,谓词/关系,客体 ID 或值,原始时间表达,公历下界,公历上界,确定性,状态,来源实体 ID,卷页/档号/图像定位,支持引文,证据立场,证据直接性,证据强度,来源家族 ID,冲突组 ID,获取方式,录入人,复核人,复核日期,编辑备注
QH-A-YZ-0011,称号授予,QH-P-000049,honored_as,太保,雍正元年三月甲申,1723-04-09,1723-04-09,确定,审核中,QH-SU-YZ-QSG-0009C,卷9；雍正元年三月甲申,加隆科多、馬齊、年羹堯太保,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,,三人同日加太保。年羹尧人物ID QH-P-000049。不得写成因年妃受宠而加衔。后出本纪不作终审。公历依通行年表，待历法库复核。世宗实录条次未钉，不假装已回条次。
QH-A-YZ-0012,称号授予,QH-P-000049,invested_as_duke,三等公,雍正元年三月甲申,1723-04-09,1723-04-09,确定,审核中,QH-SU-YZ-QSG-0009C,卷9；雍正元年三月甲申,封年羹堯三等公,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,,与加太保同日条。后二年进一等公、三年褫夺，另条。后出本纪不作终审。公历依通行年表，待历法库复核。世宗实录条次未钉，不假装已回条次。
QH-A-YZ-0013,事件发生,QH-P-000025,coffin_placed_at,宁寿宫,雍正元年五月辛丑,1723-06-25,1723-06-25,确定,审核中,QH-SU-QSG-0009,卷9；雍正元年五月辛丑,奉安梓宮於寧壽宮,支持,明确记载,中,QH-SF-QSG,QH-CF-YZ-RENSHOU,结构化导入,AI,,,同条称仁寿皇太后崩、帝之生母也。奉安地点是宁寿宫。徽号冲突仍见后妃传未上册。不得把孝恭写成康熙朝皇后。后出本纪不作终审。公历依通行年表，待历法库复核。世宗实录条次未钉，不假装已回条次。
QH-A-YZ-0014,事件发生,QH-P-000002,sealed_heir_edict_behind,正大光明匾额之后,雍正元年八月甲子,1723-09-16,1723-09-16,确定,审核中,QH-SU-YZ-QSG-0009D,卷9；雍正元年八月甲子,今朕親寫密封，緘置錦匣，藏於正大光明匾額之後,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,,证明本纪记载密旨收藏位置。匣中写谁本条未拆。不得把后来取出的弘历名字倒写成甲子当日已宣示。同条「去年十一月仓卒一言而定」是上谕自述，不另证改诏真伪。后出本纪不作终审。公历依通行年表，待历法库复核。世宗实录条次未钉，不假装已回条次。
QH-A-YZ-0015,事件发生,QH-P-000001,buried_at,景陵,雍正元年九月丁丑朔,1723-09-29,1723-09-29,确定,审核中,QH-SU-YZ-QSG-0009E,卷9；雍正元年九月丁丑朔,葬聖祖仁皇帝於景陵，孝恭皇后祔焉,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,,丁丑为朔。孝恭皇后是祔葬时的称号，不能倒写成康熙朝皇后。今地见 QH-ST-0021。后出本纪不作终审。公历依通行年表，待历法库复核。世宗实录条次未钉，不假装已回条次。
QH-A-YZ-0016,称号授予,QH-P-000049,appointed_as,抚远大将军,雍正元年十月戊申,1723-10-30,1723-10-30,确定,审核中,QH-SU-YZ-QSG-0009E,卷9；雍正元年十月戊申,敕授年羹堯撫遠大將軍,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,,改延信为平逆将军在同句，不并入本条。列传作解印授羹尧，与本纪授职同方向。后出本纪不作终审。公历依通行年表，待历法库复核。世宗实录条次未钉，不假装已回条次。
QH-A-YZ-0017,事件发生,QH-P-000036,invested_as_empress,皇后,雍正元年十二月丁卯,1724-01-17,1724-01-17,确定,审核中,QH-SU-YZ-QSG-0009E,卷9；雍正元年十二月丁卯,冊嫡妃那拉氏為皇后,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,,当时是嫡妃那拉氏册为皇后，不是生下来就是皇后。人物ID QH-P-000036。后出本纪不作终审。公历依通行年表，待历法库复核。世宗实录条次未钉，不假装已回条次。
QH-A-YZ-0018,称号授予,QH-P-000038,invested_as_consort,贵妃,雍正元年十二月丁卯,1724-01-17,1724-01-17,确定,审核中,QH-SU-YZ-QSG-0009E,卷9；雍正元年十二月丁卯,封年氏為貴妃,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,,与册后同日。不得写成因此年羹尧掌兵。钮祜禄氏为熹妃、耿氏为裕嫔同句不并入。后出本纪不作终审。公历依通行年表，待历法库复核。世宗实录条次未钉，不假装已回条次。
QH-A-YZ-0019,事件发生,QH-P-000049,campaign_concluded,青海平,雍正二年三月,1724-03-25,1724-04-22,确定,审核中,QH-SU-YZ-QSG-0009H,卷9；雍正二年三月,青海平,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,,本纪系于三月庚辰谒陵之后的连写，未给青海平单独干支。公历用三月起止。战报细节待方略。后出本纪不作终审。公历依通行年表，待历法库复核。世宗实录条次未钉，不假装已回条次。
QH-A-YZ-0020,称号授予,QH-P-000049,invested_as_duke,一等公,雍正二年三月,1724-03-25,1724-04-22,确定,审核中,QH-SU-YZ-QSG-0009H,卷9；雍正二年三月,封年羹堯一等公,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,,由元年三等公进一等公。岳钟琪三等公不并入本条。后出本纪不作终审。公历依通行年表，待历法库复核。世宗实录条次未钉，不假装已回条次。 与同一来源单元、同一原始时间表达的QH-A-YZ-0019统一为雍正二年三月全月边界。
QH-A-YZ-0021,文字或数值陈述,QH-P-000002,reprimanded_for_wording,夕惕朝乾,雍正三年三月辛酉,1725-05-05,1725-05-05,确定,审核中,QH-SU-YZ-QSG-0009I,卷9；雍正三年三月辛酉,將「朝乾夕惕」寫作「夕惕朝乾」,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,,这是本纪所记责让用语，不是已核笔迹鉴定。不得写成年案由此一句开始。后出本纪不作终审。公历依通行年表，待历法库复核。世宗实录条次未钉，不假装已回条次。
QH-A-YZ-0022,称号授予,QH-P-000049,transferred_as,杭州将军,雍正三年四月己卯,1725-05-23,1725-05-23,确定,审核中,QH-SU-YZ-QSG-0009I,卷9；雍正三年四月己卯,調年羹堯為杭州將軍,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,,同日以岳钟琪为川陕总督。调任不是赐死。后出本纪不作终审。公历依通行年表，待历法库复核。世宗实录条次未钉，不假装已回条次。
QH-A-YZ-0023,称号授予,QH-P-000049,stripped_of_title,太保,雍正三年六月,1725-07-10,1725-08-07,确定,审核中,QH-SU-YZ-QSG-0009I,卷9；雍正三年六月,削年羹堯太保，尋褫其一等公,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,,本纪先削太保，寻褫一等公，未给寻的干支。公历用六月起止。后出本纪不作终审。公历依通行年表，待历法库复核。世宗实录条次未钉，不假装已回条次。
QH-A-YZ-0024,称号授予,QH-P-000048,stripped_of_title,太保,雍正三年七月丁未,1725-08-19,1725-08-19,确定,审核中,QH-SU-YZ-QSG-0009I,卷9；雍正三年七月丁未,削隆科多太保,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,,与年羹尧案并行，不是同一日赐死。后出本纪不作终审。公历依通行年表，待历法库复核。世宗实录条次未钉，不假装已回条次。
QH-A-YZ-0025,称号授予,QH-P-000049,demoted_to,闲散旗员,雍正三年七月壬戌,1725-09-03,1725-09-03,确定,审核中,QH-SU-YZ-QSG-0009I,卷9；雍正三年七月壬戌,杭州將軍年羹堯黜為閒散旗員,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,,黜为闲散在逮系、赐死之前。十二月甲戌才议罪赐死。后出本纪不作终审。公历依通行年表，待历法库复核。世宗实录条次未钉，不假装已回条次。
QH-A-YZ-0026,事件发生,QH-P-000049,granted_death,赐死,雍正三年十二月甲戌,1726-01-13,1726-01-13,确定,审核中,QH-SU-YZ-QSG-0009I,卷9；雍正三年十二月甲戌,年羹堯賜死,支持,明确记载,中,QH-SF-QSG,QH-CF-YZ-NIAN-DEATH,结构化导入,AI,,,同条：廷臣议上年羹尧罪九十二款。本纪作赐死；列传作狱中令自裁。两说并存。不得写成年妃一死他就倒台。后出本纪不作终审。公历依通行年表，待历法库复核。世宗实录年案条已钉：QH-SU-YZ-QSL-0039A，九十二款全目，得旨令其自裁。
QH-A-YZ-0027,文字或数值陈述,QH-P-000007,renamed_as,阿其那,雍正四年正月戊戌,1726-02-06,1726-02-06,确定,审核中,QH-SU-YZ-QSG-0009K,卷9；雍正四年正月戊戌,敕令易名名曰阿其那,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,,本纪用字阿其那。满文原义与侮辱程度待专条，不得在本条写成已核译义。子弘旺改菩萨保不并入。后出本纪不作终审。公历依通行年表，待历法库复核。世宗实录条次未钉，不假装已回条次。
QH-A-YZ-0028,称号授予,QH-P-000048,stripped_of_title,爵,雍正五年六月,1727-07-19,1727-08-16,确定,审核中,QH-SU-YZ-QSG-0009L,卷9；雍正五年六月,隆科多以罪削爵,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,,本纪只到月。弟庆复袭一等公同句不并入。公历用六月起止。后出本纪不作终审。世宗实录已钉：癸巳调回（QH-A-YZ-0063），丁未革爵（QH-A-YZ-0064）。本条仍只用本纪月层，不与实录日层合并。
QH-A-YZ-0029,事件发生,QH-P-000048,imprisoned,禁锢,雍正五年十月丁亥,1727-11-17,1727-11-17,确定,审核中,QH-SU-YZ-QSG-0009L,卷9；雍正五年十月丁亥,大罪五十，應斬立決……得旨，隆科多著禁錮,支持,明确记载,中,QH-SF-QSG,QH-CF-YZ-LONGKEDUO-COUNTS,结构化导入,AI,,,本纪作大罪五十、著禁锢，未写畅春园外筑屋。列传作四十一款、畅春园外永远禁锢。款数与地点两说并存。后出本纪不作终审。公历依通行年表，待历法库复核。世宗实录狱辞条已钉：QH-SU-YZ-QSL-0062A，十月五日第2/3条，四十一款，畅春园外造屋三间永远禁锢。本条仍只用本纪层。
QH-A-YZ-0030,事件发生,QH-P-000002,institution_noted_as_begun,军机大臣,雍正十年六月辛巳,1732-08-16,1732-08-16,确定,审核中,QH-SU-YZ-QSG-0009N,卷9；雍正十年六月辛巳,軍機大臣之設始於此,支持,明确记载,中,QH-SF-QSG,QH-CF-YZ-JUNJI,结构化导入,AI,,,这是本纪在十年六月恤赠条下的起置说明。后出本纪不作终审。公历依通行年表，待历法库复核。实录七年六月十日已钉密办军需（QH-A-YZ-0045），无军机房字。年表作七年六月始设军机房（QH-A-YZ-0046）。实录十年恤赠未见始于此（QH-A-YZ-0044）。三说并存，不择一。
QH-A-YZ-0031,称号授予,QH-P-000002,oral_designated_successor,QH-P-000019,雍正十三年八月戊子,1735-10-07,1735-10-07,确定,审核中,QH-SU-YZ-QSG-0009M,卷9；雍正十三年八月戊子,戊子，上大漸，宣旨傳位皇四子寶親王弘曆,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,,前一日丁亥不豫，次日己丑崩。三人分日。本条只证本纪所记传位宣旨，不证密旨匣中原件。后出本纪不作终审。公历依通行年表，待历法库复核。世宗实录条次未钉，不假装已回条次。
QH-A-YZ-0032,事件发生,QH-P-000002,died_on,崩年五十八,雍正十三年八月己丑,1735-10-08,1735-10-08,确定,审核中,QH-SU-YZ-QSG-0009M,卷9；雍正十三年八月己丑,己丑，上崩，年五十八,支持,明确记载,中,QH-SF-QSG,QH-CF-YZ-DEATH,结构化导入,AI,,,本纪只写崩与享年，未写圆明园，未写丹药。丹药说见对照栏 QH-L-0008，不得补进本条。后出本纪不作终审。公历依通行年表，待历法库复核。世宗实录崩逝条已钉：QH-SU-YZ-QSL-0159A，己丑子刻上崩，无地点死因。本条仍只用本纪层，不把实录时刻写进来。
QH-A-YZ-0033,事件发生,QH-P-000002,buried_at,泰陵,乾隆二年三月,1737-03-31,1737-04-29,确定,审核中,QH-SU-YZ-QSG-0009M,卷9；乾隆二年三月,乾隆二年三月，葬泰陵,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,,原纪年只到月。今地见 QH-ST-0022。不得写成遵化东陵。后出本纪不作终审。公历依通行年表，待历法库复核。世宗实录条次未钉，不假装已回条次。
QH-A-YZ-0034,人物关系,QH-P-000048,maternal_uncle_of_empress,QH-P-000024,列传总述,1668-01-01,1728-08-05,确定,审核中,QH-SU-YZ-QSG-0295A,卷295；隆科多传首句,一等公佟國維子，孝懿仁皇后弟也,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,,证明列传所记外戚身份。公历字段只标大约生卒窗口，不是生卒已核。孝懿是佟佳氏 QH-P-000024。后出列传不作终审。可与本纪矛盾，两说并存。世宗实录条次未钉。
QH-A-YZ-0035,事件参与,QH-P-000048,received_deathbed_charge,召受顾命,康熙六十一年十一月,1722-12-20,1722-12-20,确定,审核中,QH-SU-YZ-QSG-0295A,卷295；隆科多传,聖祖大漸，召受顧命,支持,明确记载,中,QH-SF-QSG,QH-CF-KX-SUCCESSION,结构化导入,AI,,,列传作召受顾命。实录寅刻名单有隆科多在御榻前。顾命是后出传文用词，不得写成已核官职名。后出列传不作终审。可与本纪矛盾，两说并存。世宗实录条次未钉。
QH-A-YZ-0036,事件发生,QH-P-000048,imprisoned_at,畅春园外,雍正五年,1727-01-22,1728-02-09,确定,审核中,QH-SU-YZ-QSG-0295A,卷295；隆科多传五年狱辞,於暢春園外築屋三楹，永遠禁錮,支持,明确记载,中,QH-SF-QSG,QH-CF-YZ-LONGKEDUO-COUNTS,结构化导入,AI,,,列传：四十一款；上谕称大臣承旨者惟隆科多一人，免正法，畅春园外筑屋三楹永远禁锢。本纪作大罪五十、著禁锢，未写此处。两说并存。公历用雍正五年整年。后出列传不作终审。可与本纪矛盾，两说并存。世宗实录同日条已钉：QH-SU-YZ-QSL-0062A，作造屋三间。本条仍只用列传层。
QH-A-YZ-0037,事件发生,QH-P-000048,died_on,死于禁所,雍正六年六月,1728-07-07,1728-08-05,确定,审核中,QH-SU-YZ-QSG-0295A,卷295；隆科多传,六年六月，隆科多死於禁所,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,,列传只到月。死因未写。不得写成赐死或吕四娘。后出列传不作终审。可与本纪矛盾，两说并存。世宗实录条次未钉。
QH-A-YZ-0038,事件发生,QH-P-000049,granted_death,狱中令自裁,雍正三年十二月,1726-01-13,1726-01-13,确定,审核中,QH-SU-YZ-QSG-0295B,卷295；年羹尧传十二月,齎詔諭羹堯獄中令自裁,支持,明确记载,中,QH-SF-QSG,QH-CF-YZ-NIAN-DEATH,结构化导入,AI,,,列传作自裁；本纪作赐死。同传记九十二款。不得写成年妃致死。后出列传不作终审。可与本纪矛盾，两说并存。世宗实录条次未钉。
QH-A-YZ-0039,事件发生,QH-P-000002,accession_occurred,即皇帝位,康熙六十一年十一月二十日,1722-12-27,1722-12-27,确定,审核中,QH-SU-YZ-QSL-0001A,卷1；康熙六十一年十一月二十日；1/5,辛丑。上即皇帝位。……詣梓宮前、跪、上香、告受命於大行皇帝。……御太和殿。升寶座。,支持,明确记载,强,QH-SF-QSL-YZ,,结构化导入,AI,,,即位礼在辛丑二十日，距甲午崩日七日。实录仪节与康熙实录口谕遗诏分层保存，不互相覆盖。公历依通行年表，待历法库复核。
QH-A-YZ-0040,事件发生,QH-P-000002,announced_next_reign_era,以明年為雍正元年,康熙六十一年十一月二十日,1722-12-27,1722-12-27,确定,已采纳,QH-SU-YZ-QSL-0001B,卷1；康熙六十一年十一月二十日；2/5,於是月二十日。祗告天地宗廟社稷。即皇帝位。以明年為雍正元年。,支持,明确记载,强,QH-SF-QSL-YZ,,结构化导入,AI,zonglinxie-cyber,2026-08-15,即位诏文本。诏自述皇考升遐之日诏朕缵承大统，是诏书自述，不证明遗诏原件真伪；诏述皇二子两废是政治叙事，不作废案细节终审。公历依通行年表，待历法库复核。
QH-A-YZ-0041,事件发生,QH-P-000002,died_on,子刻上崩,雍正十三年八月二十三日,1735-10-08,1735-10-08,确定,审核中,QH-SU-YZ-QSL-0159A,卷159；雍正十三年八月二十三日；1/5,己丑。子刻。上崩。,支持,明确记载,强,QH-SF-QSL-YZ,QH-CF-YZ-DEATH,结构化导入,AI,,,实录崩条不写地点，不写死因，不写疾大渐。与本纪己丑崩年五十八（QH-A-YZ-0032）同日异文。丹药与中毒说不得补入。子刻属八月二十三日凌晨，不作两日。公历依通行年表，待历法库复核。
QH-A-YZ-0042,事件发生,QH-P-000049,granted_death,令其自裁,雍正三年十二月十一日,1726-01-13,1726-01-13,确定,审核中,QH-SU-YZ-QSL-0039A,卷39；雍正三年十二月十一日；1/3,年羹堯所犯至九十二大罪。……得旨、……朕念年羹堯青海之功。不忍加以極刑。著交步軍統領阿齊圖、令其自裁。,支持,明确记载,强,QH-SF-QSL-YZ,QH-CF-YZ-NIAN-DEATH,结构化导入,AI,,,实录作令其自裁；本纪赐死（QH-A-YZ-0026）与列传狱中令自裁（QH-A-YZ-0038）三说并存。九十二款全目见本条，与本纪款数主张互证。年富立斩等处置未拆。公历依通行年表，待历法库复核。
QH-A-YZ-0043,事件发生,QH-P-000048,imprisoned_at,畅春园外附近空地,雍正五年十月五日,1727-11-17,1727-11-17,确定,审核中,QH-SU-YZ-QSL-0062A,卷62；雍正五年十月五日；2/3,隆科多所犯四十一款重罪。實不容誅。……隆科多免其正法。於暢春園外附近空地。造屋三間。永遠禁錮。,支持,明确记载,强,QH-SF-QSL-YZ,QH-CF-YZ-LONGKEDUO-COUNTS,结构化导入,AI,,,实录作四十一款、免正法、畅春园外附近空地造屋三间永远禁锢。同条群臣拟斩立决。本纪作大罪五十、著禁锢（QH-A-YZ-0029），未写地点。列传作四十一款、筑屋三楹（QH-A-YZ-0036）。款数：实录与列传同、本纪异。地点：实录与列传同、本纪未写。不择一。四十一款细目未逐条拆入。同谕称升遐之日承旨者惟隆科多一人，是当日上谕自述，不另证遗诏原件。丁亥是五日干支，不是十五日。公历依通行年表，待历法库复核。
QH-A-YZ-0044,事件发生,QH-P-000002,reported_in_edict,策勒克追封辅国公,雍正十年六月二十六日,1732-08-16,1732-08-16,确定,审核中,QH-SU-YZ-QSL-0120A,卷120；雍正十年六月二十六日；1/1,辦理軍機大臣等遵旨議奏。……策勒克著追封輔國公。令伊子密什克、世襲罔替。,支持,明确记载,强,QH-SF-QSL-YZ,,结构化导入,AI,,,实录此条是恤赠议奏。全文无「军机大臣之设始于此」。本纪该句见QH-A-YZ-0030，不得写入本条。同月十三日、十六日已有「谕办理军机大臣等」，不把辛巳写成军机处第一日。七年六月十日密办军需见QH-A-YZ-0045。会典未开。公历依通行年表，待历法库复核。
QH-A-YZ-0045,事件发生,QH-P-000002,reported_in_edict,军需交怡亲王张廷玉蒋廷锡密为办理,雍正七年六月十日,1729-07-05,1729-07-05,确定,审核中,QH-SU-YZ-QSL-0082A,卷82；雍正七年六月十日；2/4,兩路軍機。朕籌算者久矣。其軍需一應事宜。交與怡親王、大學士張廷玉、蔣廷錫、密為辦理。……王大臣等小心慎密。是以經理二年有餘。,支持,明确记载,强,QH-SF-QSL-YZ,QH-CF-YZ-JUNJI,结构化导入,AI,,,实录作军需密办，并称经理二年有余。全文无军机房、无办理军机处、无始设。两路军机是军务用语，不得改写成军机处。本纪十年始于此见QH-A-YZ-0030。年表七年六月始设军机房见QH-A-YZ-0046。会典未开。癸未=六月十日。公历依通行年表，待历法库复核。
QH-A-YZ-0046,事件发生,QH-P-000002,institution_noted_as_begun,军机房,雍正七年六月,1729-06-26,1729-07-25,确定,审核中,QH-SU-YZ-QSG-0176A,卷176；雍正七年六月,六月，始設軍機房,支持,明确记载,中,QH-SF-QSG,QH-CF-YZ-JUNJI,结构化导入,AI,,,年表年头总述。同表记六月癸未命密办军需，与实录QH-A-YZ-0045同日同旨，但实录无军机房三字。十年三月改称办理军机处是年表另一句，实录条次未钉。后出史表不作终审。公历用六月起止。会典未开。
QH-A-YZ-0047,文字或数值陈述,QH-P-000002,reported_in_edict,满洲犹籍贯；舜为东夷文王为西夷,雍正七年,1729-01-29,1730-02-16,约略,审核中,QH-SU-YZ-DYJML-0001A,卷一；华夷短引,本朝之為滿洲，猶中國之有籍貫。舜為東夷之人，文王為西夷之人，曾何損於聖德乎？,支持,明确记载,中,QH-SF-YZ-DYJML,,结构化导入,AI,,,刊本自辩。维基文库标点排印。不得扩成全书论纲。不得覆盖实录。公历用雍正七年起止，待历法库复核。
QH-A-YZ-0048,文字或数值陈述,QH-P-000002,reported_in_edict,御榻口谕皇四子继位（后来衔名）,雍正七年,1729-01-29,1730-02-16,约略,审核中,QH-SU-YZ-DYJML-0001B,卷一；传位场面短引,皇考命誠親王允祉、淳親王允祐、阿其那、塞思黑、允䄉、公允祹、怡親王允祥、原任理藩院尚書隆科多至御榻前，諭曰：「皇四子人品貴重，深肖朕躬，必能克承大統，著繼朕即皇帝位。」,支持,明确记载,中,QH-SF-YZ-DYJML,QH-CF-YZ-DYJML-SCENE,结构化导入,AI,,,刊本自述传位场面。衔名用后来亲王号与阿其那、塞思黑。人员仍是七皇子加隆科多。不得改写圣祖实录卷300。公历用雍正七年起止，待历法库复核。
QH-A-YZ-0049,文字或数值陈述,QH-P-000002,reported_in_edict,转述耿六格供称「十」改为「于」,雍正七年,1729-01-29,1730-02-16,约略,审核中,QH-SU-YZ-DYJML-0003A,卷三；改诏传闻短引,訊據逆賊耿精忠之孫耿六格供稱……聖祖皇帝原傳十四阿哥允禵天下，皇上將「十」字改為「于」字。,支持,明确记载,中,QH-SF-YZ-DYJML,QH-CF-YZ-DYJML-GAIZHAO,结构化导入,AI,,,书中转述的供称。不是曾静原供。不是案档原件。不得写成已证伪改诏。同段人参汤、太后撞死未拆入本条。公历用雍正七年起止，待历法库复核。
QH-A-YZ-0050,文字或数值陈述,QH-P-000002,reported_in_edict,驳「欲传允禵、隆科多更改遗诏」,雍正七年,1729-01-29,1730-02-16,约略,审核中,QH-SU-YZ-DYJML-0003B,卷三；改诏驳语短引,今乃云皇考欲傳位於允禵，隆科多更改遺詔，傳位於朕……焉有不遭上帝皇考之誅殛者乎！,支持,明确记载,中,QH-SF-YZ-DYJML,QH-CF-YZ-DYJML-GAIZHAO,结构化导入,AI,,,刊本自辩。与QH-A-YZ-0049分行。不得把驳语写成已证伪改诏。不得覆盖圣祖实录口谕遗诏。公历用雍正七年起止，待历法库复核。
